"","B","SE","p","Comp","Variable","Approach"
"75",0.00514545458451405,0.00724247841112325,0.477426983601904,5,"rk_SLFL","DKI"
"76",-0.871195620088572,0.00214502050763333,0,1,"rk_SLFR","DKI"
"77",0.0419664960859819,0.00679447668750605,6.62615592625487e-10,2,"rk_SLFR","DKI"
"78",-0.500532320218431,0.00584867141347282,0,3,"rk_SLFR","DKI"
"79",0.176729925800224,0.00697332471743227,2.19178308578929e-140,4,"rk_SLFR","DKI"
"80",0.0994521862528381,0.00707744935088201,1.00241515985612e-44,5,"rk_SLFR","DKI"
"81",-0.720480319354614,0.00365413029088401,0,1,"rk_UFL","DKI"
"82",0.374365464497561,0.00669501063769664,0,2,"rk_UFL","DKI"
"83",-0.166675192451724,0.00658166700704952,3.56616603970937e-140,3,"rk_UFL","DKI"
"84",0.280966697965304,0.00708370605332959,0,4,"rk_UFL","DKI"
"85",-0.0260648593996681,0.00730631739111454,0.000360984220795858,5,"rk_UFL","DKI"
"86",-0.674188834598239,0.00357577956284564,0,1,"rk_UFR","DKI"
"87",0.29614444810843,0.00649242129842421,0,2,"rk_UFR","DKI"
"88",-0.181086949504847,0.00627360339417261,5.31513598899941e-181,3,"rk_UFR","DKI"
"89",0.442140169976983,0.00649478623440383,0,4,"rk_UFR","DKI"
"90",0.146270529812469,0.00693946421871058,5.44138057314543e-98,5,"rk_UFR","DKI"
"91",-0.636101676886679,0.00341632537656819,0,1,"rk_SLFTL","DKI"
"92",0.383348258381065,0.00599745207590962,0,2,"rk_SLFTL","DKI"
"93",-0.455768644465474,0.00549337667193505,0,3,"rk_SLFTL","DKI"
"94",0.0414751760298672,0.00657238319367361,2.81550086307857e-10,4,"rk_SLFTL","DKI"
"95",-0.249512266787927,0.0064901230678808,1.67961746692531e-316,5,"rk_SLFTL","DKI"
"96",-0.722835280615234,0.00298206992717965,0,1,"rk_SLTFR","DKI"
"97",0.21803402255941,0.00633658591638481,4.96121671453033e-255,2,"rk_SLTFR","DKI"
"98",-0.557567932571052,0.00531239139968041,0,3,"rk_SLTFR","DKI"
"99",0.179283832321222,0.00660388921629956,1.43165708773671e-160,4,"rk_SLTFR","DKI"
"100",-0.0506254352162924,0.0067257399515199,5.3166924957292e-14,5,"rk_SLTFR","DKI"
"101",-0.69053093997512,0.00369033299718119,0,1,"ak_ATRL","DKI"
"102",-0.712161220015573,0.00567777712997886,0,2,"ak_ATRL","DKI"
"103",-0.190791603151856,0.00644549262101751,4.01547145083613e-190,3,"ak_ATRL","DKI"
"104",-0.0295580081036813,0.00711980866564512,3.31090574843958e-05,4,"ak_ATRL","DKI"
"105",0.325590203904728,0.00695826293963596,0,5,"ak_ATRL","DKI"
"106",-0.689285463954701,0.00406940461523379,0,1,"ak_ATRR","DKI"
"107",-0.727009859856684,0.00604348663166055,0,2,"ak_ATRR","DKI"
"108",-0.167756593573215,0.00679886137853112,3.09780608358901e-133,3,"ak_ATRR","DKI"
"109",-0.0778587167938493,0.007470896595116,2.15989113184433e-25,4,"ak_ATRR","DKI"
"110",0.400129063422126,0.00722327412308702,0,5,"ak_ATRR","DKI"
"111",-0.48688625426768,0.00358773722245952,0,1,"ak_CSTL","DKI"
"112",-0.621157596785813,0.00473750210560273,0,2,"ak_CSTL","DKI"
"113",-0.211626834930057,0.00540577989878127,0,3,"ak_CSTL","DKI"
"114",-0.160964962644222,0.00596516966335285,1.1118749934059e-158,4,"ak_CSTL","DKI"
"115",0.391487434817832,0.00569286801272577,0,5,"ak_CSTL","DKI"
"116",-0.544055641249985,0.00358317392870471,0,1,"ak_CSTR","DKI"
"117",-0.585333083658093,0.00516262089386607,0,2,"ak_CSTR","DKI"
"118",-0.241159462695837,0.00560901528788291,0,3,"ak_CSTR","DKI"
"119",-0.192492072188319,0.00619583836509339,5.87626416899457e-209,4,"ak_CSTR","DKI"
"120",0.385761803556501,0.00597742050145532,0,5,"ak_CSTR","DKI"
"121",-0.578482746086909,0.00403432094872219,0,1,"ak_CGR","DKI"
"122",-0.38147574248835,0.00634920436602956,0,2,"ak_CGR","DKI"
"123",-0.167320613663961,0.00627621904240822,5.6766026247525e-155,3,"ak_CGR","DKI"
"124",-0.332589335730256,0.00667628124552891,0,4,"ak_CGR","DKI"
"125",-0.216115340310154,0.00687544421075614,8.92370740190783e-214,5,"ak_CGR","DKI"
"126",-0.535786401436554,0.00417861764703745,0,1,"ak_CGL","DKI"
"127",-0.384469699322971,0.00631316614823996,0,2,"ak_CGL","DKI"
"128",-0.180159522396454,0.00623767391315411,3.23672471058969e-181,3,"ak_CGL","DKI"
"129",-0.434735543988633,0.00646748824870623,0,4,"ak_CGL","DKI"
"130",-0.279664603331732,0.00677589047530714,0,5,"ak_CGL","DKI"
"131",-0.44972503582793,0.00330128282078964,0,1,"ak_CG_hippocampusL","DKI"
"132",-0.533347411035105,0.00450943376061356,0,2,"ak_CG_hippocampusL","DKI"
"133",-0.399255381731144,0.00460478037766469,0,3,"ak_CG_hippocampusL","DKI"
"134",0.145660637830867,0.00549843217858124,4.5465498194864e-153,4,"ak_CG_hippocampusL","DKI"
"135",-0.0827174282164169,0.00558355537217926,1.69186491157419e-49,5,"ak_CG_hippocampusL","DKI"
"136",-0.520362147306165,0.00312419318544696,0,1,"ak_CG_hippocampusR","DKI"
"137",-0.556951719917639,0.00459332202985942,0,2,"ak_CG_hippocampusR","DKI"
"138",-0.422893388499645,0.0046908148480881,0,3,"ak_CG_hippocampusR","DKI"
"139",0.144475420450442,0.00564635798471874,4.93129127813021e-143,4,"ak_CG_hippocampusR","DKI"
"140",-0.054488915783223,0.00574081288783372,2.4217965704862e-21,5,"ak_CG_hippocampusR","DKI"
"141",-0.623358413312844,0.00337578695639848,0,1,"ak_FMIN","DKI"
"142",-0.470456662500629,0.00569911163507554,0,2,"ak_FMIN","DKI"
"143",-0.141610038933533,0.00588197702214597,5.3970818781286e-127,3,"ak_FMIN","DKI"
"144",-0.012955088425039,0.00647065630550762,0.045278869354443,4,"ak_FMIN","DKI"
"145",-0.215706482054414,0.0064181715959873,1.34707670364196e-243,5,"ak_FMIN","DKI"
"146",-0.436563593924147,0.00318157665218431,0,1,"ak_FMAJ","DKI"
"147",-0.529490358953623,0.00430645439409378,0,2,"ak_FMAJ","DKI"
"148",-0.510160390204263,0.004060289562694,0,3,"ak_FMAJ","DKI"
"149",0.139182186662092,0.00531397552131042,1.048262783867e-149,4,"ak_FMAJ","DKI"
"150",0.0484442950128237,0.00540611655962073,3.37853858714038e-19,5,"ak_FMAJ","DKI"
"151",-0.761170826208896,0.00266557516325535,0,1,"ak_IFOFL","DKI"
"152",-0.563326039256168,0.00565440894438563,0,2,"ak_IFOFL","DKI"
"153",-0.364013490137168,0.00577666974808324,0,3,"ak_IFOFL","DKI"
"154",0.137824230468826,0.0066199376725461,1.15502328941013e-95,4,"ak_IFOFL","DKI"
"155",-0.0659497259646446,0.00670829702726541,8.87939661452391e-23,5,"ak_IFOFL","DKI"
"156",-0.822312253054422,0.00266053261902006,0,1,"ak_IFOFR","DKI"
"157",-0.546617059697603,0.0061134025488692,0,2,"ak_IFOFR","DKI"
"158",-0.415907894185481,0.00604472764834667,0,3,"ak_IFOFR","DKI"
"159",0.149334771519986,0.00699472491273447,1.82556639617409e-100,4,"ak_IFOFR","DKI"
"160",-0.00917492279280457,0.00710040347614835,0.196307419133225,5,"ak_IFOFR","DKI"
"161",-0.672567041770204,0.00284626882788306,0,1,"ak_ILFL","DKI"
"162",-0.569650755565038,0.00519911669920872,0,2,"ak_ILFL","DKI"
"163",-0.427531286509942,0.00525502751825457,0,3,"ak_ILFL","DKI"
"164",0.189073250303842,0.00618512547557672,1.86478226342423e-202,4,"ak_ILFL","DKI"
"165",-0.110556396617106,0.00629383647627507,9.13074515273366e-69,5,"ak_ILFL","DKI"
"166",-0.661744949118867,0.00268607870975752,0,1,"ak_ILFR","DKI"
"167",-0.538009667519271,0.00508258365616146,0,2,"ak_ILFR","DKI"
"168",-0.397185890588455,0.00513233387727034,0,3,"ak_ILFR","DKI"
"169",0.21877598984062,0.00595777453174184,1.76735687546763e-289,4,"ak_ILFR","DKI"
"170",-0.0859866897910405,0.00610858158249418,7.1150086237962e-45,5,"ak_ILFR","DKI"
"171",-0.839289076986223,0.00280887420414429,0,1,"ak_SLFL","DKI"
"172",-0.423427464542375,0.00661295051225209,0,2,"ak_SLFL","DKI"
"173",-0.409841569572338,0.00626242064329524,0,3,"ak_SLFL","DKI"
"174",-0.0518432890916462,0.00724703385985171,8.61756933589484e-13,4,"ak_SLFL","DKI"
"175",-0.103980671901269,0.00729096823600604,5.17289986862285e-46,5,"ak_SLFL","DKI"
"176",-0.819040617128876,0.00293197259590224,0,1,"ak_SLFR","DKI"
"177",-0.370384925003714,0.00666984594649746,0,2,"ak_SLFR","DKI"
"178",-0.393109020226539,0.00625867240805816,0,3,"ak_SLFR","DKI"
"179",-0.103390044023375,0.00719382774019172,1.06581357324339e-46,4,"ak_SLFR","DKI"
"180",-0.0898364887264535,0.00725948329409524,4.25246327023247e-35,5,"ak_SLFR","DKI"
"181",-0.748083506027097,0.00378191839167048,0,1,"ak_UFL","DKI"
"182",-0.533396385794068,0.00664854531126397,0,2,"ak_UFL","DKI"
"183",-0.047356771333993,0.00688347484533736,6.09934272073105e-12,3,"ak_UFL","DKI"
"184",0.170610750347744,0.00745599937746826,5.26471636016839e-115,4,"ak_UFL","DKI"
"185",-0.162002710181881,0.00752472815889607,4.04301506816952e-102,5,"ak_UFL","DKI"
"186",-0.624425199919715,0.00376884418958522,0,1,"ak_UFR","DKI"
"187",-0.499638842144321,0.00604050328409018,0,2,"ak_UFR","DKI"
"188",-0.0799525031170673,0.0062747735628517,4.21421682179052e-37,3,"ak_UFR","DKI"
"189",0.204952511026173,0.00676945648071209,1.10100982265736e-198,4,"ak_UFR","DKI"
"190",-0.19929449803279,0.0068323533073721,9.53920148398473e-185,5,"ak_UFR","DKI"
"191",-0.560738440497554,0.00318995326373908,0,1,"ak_SLFTL","DKI"
"192",-0.493566121728447,0.00509812824487641,0,2,"ak_SLFTL","DKI"
"193",-0.295524830419415,0.00522953318145523,0,3,"ak_SLFTL","DKI"
"194",0.158957209117236,0.0059055726583347,6.64249132511735e-158,4,"ak_SLFTL","DKI"
"195",-0.0309324509672514,0.00601613953679775,2.73963123748482e-07,5,"ak_SLFTL","DKI"
"196",-0.591643527234341,0.00334330658447084,0,1,"ak_SLTFR","DKI"
"197",-0.503427320363515,0.00540424172862776,0,2,"ak_SLTFR","DKI"
"198",-0.289310522865945,0.00553319354469082,0,3,"ak_SLTFR","DKI"
"199",0.207033155680518,0.00617360244670504,1.4690476411364e-242,4,"ak_SLTFR","DKI"
"200",-0.0685617952616982,0.00631710769060945,2.13426876510345e-27,5,"ak_SLTFR","DKI"
"201",-0.923957458165759,0.00214556079228463,0,1,"mk_ATRL","DKI"
"202",-0.0544802894695742,0.00713603384362644,2.32622537853509e-14,2,"mk_ATRL","DKI"
"203",-0.441942365537245,0.00633775512448681,0,3,"mk_ATRL","DKI"
"204",-0.00594935010668706,0.00739554247164105,0.421142349403269,4,"mk_ATRL","DKI"
"205",0.316961602647718,0.00725438657720116,0,5,"mk_ATRL","DKI"
"206",-0.827990998703932,0.00234066857794968,0,1,"mk_ATRR","DKI"
"207",-0.107434398800799,0.00660726842250314,3.19060753192298e-59,2,"mk_ATRR","DKI"
"208",-0.398443443473103,0.00591048515977876,0,3,"mk_ATRR","DKI"
"209",0.0802163677801066,0.00685457817054652,1.42317404374848e-31,4,"mk_ATRR","DKI"
"210",0.458261255125879,0.00645972180710754,0,5,"mk_ATRR","DKI"
"211",-0.713440127835478,0.00279957481050582,0,1,"mk_CSTL","DKI"
"212",0.179775431453882,0.00617458505044697,4.41578840021462e-184,2,"mk_CSTL","DKI"
"213",-0.546282255680697,0.00513397446904627,0,3,"mk_CSTL","DKI"
"214",-0.354067564033675,0.0061793631613685,0,4,"mk_CSTL","DKI"
"215",0.215796889239621,0.00642075741272366,1.3233802296169e-243,5,"mk_CSTL","DKI"
"216",-0.717414493094963,0.00229922702633874,0,1,"mk_CSTR","DKI"
"217",0.0365422823430487,0.00591521227278181,6.57945040038455e-10,2,"mk_CSTR","DKI"
"218",-0.530088056723469,0.00481874799387621,0,3,"mk_CSTR","DKI"
"219",-0.160857246587984,0.00606552718768465,2.16093754162004e-153,4,"mk_CSTR","DKI"
"220",0.38438048157306,0.0058136952826219,0,5,"mk_CSTR","DKI"
"221",-0.803253103649483,0.00275579537089288,0,1,"mk_CGR","DKI"
"222",-0.170520346617275,0.00668554957426769,3.819043664868e-142,2,"mk_CGR","DKI"
"223",-0.320980405446155,0.00616410495561281,0,3,"mk_CGR","DKI"
"224",0.40794714490441,0.00662626602658822,0,4,"mk_CGR","DKI"
"225",0.292422214979734,0.00686498058570154,0,5,"mk_CGR","DKI"
"226",-0.860922615670146,0.00282543556879143,0,1,"mk_CGL","DKI"
"227",-0.163421520030868,0.00709099931745315,1.28254946017901e-116,2,"mk_CGL","DKI"
"228",-0.31991577879911,0.00655641144837349,0,3,"mk_CGL","DKI"
"229",0.391202634883957,0.00708649815663811,0,4,"mk_CGL","DKI"
"230",0.226911991131742,0.00735873802847305,6.42280650320185e-206,5,"mk_CGL","DKI"
"231",-0.701238387793979,0.00335419776000999,0,1,"mk_CG_hippocampusL","DKI"
"232",0.14008860900207,0.00659095275728179,1.34893628805728e-99,2,"mk_CG_hippocampusL","DKI"
"233",-0.581921421955134,0.00544181483397479,0,3,"mk_CG_hippocampusL","DKI"
"234",-0.00197623889441294,0.00687042782019287,0.773620857719921,4,"mk_CG_hippocampusL","DKI"
"235",-0.282218801116347,0.00675476833373779,0,5,"mk_CG_hippocampusL","DKI"
"236",-0.80364174867141,0.00272752495948198,0,1,"mk_CG_hippocampusR","DKI"
"237",0.0234109803044703,0.00673139030904914,0.000506030501369302,2,"mk_CG_hippocampusR","DKI"
"238",-0.626196753040641,0.00540369742506052,0,3,"mk_CG_hippocampusR","DKI"
"239",0.121587854559035,0.00693990673489578,2.02675263874645e-68,4,"mk_CG_hippocampusR","DKI"
"240",-0.090186101305521,0.00701234427255236,9.15167317581815e-38,5,"mk_CG_hippocampusR","DKI"
"241",-0.867826363371904,0.00261999719092359,0,1,"mk_FMIN","DKI"
"242",-0.126189684437874,0.0070214959635041,7.0161279583294e-72,2,"mk_FMIN","DKI"
"243",-0.236115128752225,0.00657252089106588,2.22461756608775e-277,3,"mk_FMIN","DKI"
"244",0.405870457792255,0.00696247679118386,0,4,"mk_FMIN","DKI"
"245",0.152014363297716,0.00731953256611105,3.31589716866968e-95,5,"mk_FMIN","DKI"
"246",-0.726667732079944,0.00237588420074843,0,1,"mk_FMAJ","DKI"
"247",-0.0668271430208818,0.00601520583522778,1.2620784617269e-28,2,"mk_FMAJ","DKI"
"248",-0.645990553245851,0.00450892174803294,0,3,"mk_FMAJ","DKI"
"249",0.16688923231662,0.00617338794994475,2.99770221892248e-159,4,"mk_FMAJ","DKI"
"250",0.104909809140807,0.00626598382312417,1.14745223409718e-62,5,"mk_FMAJ","DKI"
"251",-0.933252010509114,0.00153224199727554,0,1,"mk_IFOFL","DKI"
"252",-0.0228381023547633,0.00693023069966395,0.000983721010367378,2,"mk_IFOFL","DKI"
"253",-0.491782991531134,0.00600921449363033,0,3,"mk_IFOFL","DKI"
"254",0.209535396586127,0.00708584073155434,9.4862816762651e-190,4,"mk_IFOFL","DKI"
"255",0.0136874056259683,0.00723667959279718,0.0585804686086131,5,"mk_IFOFL","DKI"
"256",-0.894630978010914,0.00149510111373676,0,1,"mk_IFOFR","DKI"
"257",-0.111100678824725,0.00662686920746378,7.89389283244449e-63,2,"mk_IFOFR","DKI"
"258",-0.517235962669356,0.00565314981366278,0,3,"mk_IFOFR","DKI"
"259",0.264027065523507,0.00673865240520765,0,4,"mk_IFOFR","DKI"
"260",0.142883500946702,0.0069042014356481,1.48779323517148e-94,5,"mk_IFOFR","DKI"
"261",-0.843022731983094,0.00160474044583209,0,1,"mk_ILFL","DKI"
"262",-0.0204456129680107,0.00634925966237734,0.00128241948272109,2,"mk_ILFL","DKI"
"263",-0.589772858004755,0.00509976620153912,0,3,"mk_ILFL","DKI"
"264",0.175232949797661,0.00650582083099937,4.09592295958801e-158,4,"mk_ILFL","DKI"
"265",-0.0997824931309602,0.00660798304688715,2.37561169880504e-51,5,"mk_ILFL","DKI"
"266",-0.809360589947491,0.00163292968041937,0,1,"mk_ILFR","DKI"
"267",-0.071516941877663,0.00612503284073275,1.94011308555794e-31,2,"mk_ILFR","DKI"
"268",-0.563507249375779,0.00495101015845948,0,3,"mk_ILFR","DKI"
"269",0.28489064765671,0.00616259113993273,0,4,"mk_ILFR","DKI"
"270",0.0107192305727036,0.0064078541370042,0.0943706748712924,5,"mk_ILFR","DKI"
"271",-0.908501947404015,0.00158483140445425,0,1,"mk_SLFL","DKI"
"272",-0.0633319556238361,0.00677482837133996,9.45313063772244e-21,2,"mk_SLFL","DKI"
"273",-0.514511038191028,0.00579702213685218,0,3,"mk_SLFL","DKI"
"274",0.13563812317352,0.00698529134722181,1.56876890628923e-83,4,"mk_SLFL","DKI"
"275",0.00328808867266869,0.00708279227950083,0.642481519845185,5,"mk_SLFL","DKI"
"276",-0.884565765536764,0.00165672007361231,0,1,"mk_SLFR","DKI"
"277",-0.110723776941412,0.00662416287953599,1.81730209492923e-62,2,"mk_SLFR","DKI"
"278",-0.494525080871276,0.00571017128351842,0,3,"mk_SLFR","DKI"
"279",0.140627638572854,0.00684481557065987,3.17949743826473e-93,4,"mk_SLFR","DKI"
"280",0.0823776198795981,0.00693044238629709,1.61915251145696e-32,5,"mk_SLFR","DKI"
"281",-0.834664257846006,0.00295653845134487,0,1,"mk_UFL","DKI"
"282",0.0799899394249128,0.00706572549983031,1.17085330432744e-29,2,"mk_UFL","DKI"
"283",-0.156292952277207,0.00666595225859116,1.33352140360061e-120,3,"mk_UFL","DKI"
"284",0.289689383071491,0.00715828801328747,0,4,"mk_UFL","DKI"
"285",-0.0671018680230113,0.00738234397538173,1.04780800929095e-19,5,"mk_UFL","DKI"
"286",-0.757438997478513,0.00300035159843437,0,1,"mk_UFR","DKI"
"287",0.024456834237709,0.00665757110183724,0.000239586484247581,2,"mk_UFR","DKI"
"288",-0.174273134251206,0.00624944858308254,3.30872912332388e-169,3,"mk_UFR","DKI"
"289",0.444240921284623,0.00645611715365977,0,4,"mk_UFR","DKI"
"290",0.0769097866176775,0.0069399578565458,1.715288141756e-28,5,"mk_UFR","DKI"
"291",-0.732487486452142,0.00261387285263484,0,1,"mk_SLFTL","DKI"
"292",0.0632121467055563,0.00621674991110172,2.9855916893327e-24,2,"mk_SLFTL","DKI"
"293",-0.469535432969245,0.00532785603860872,0,3,"mk_SLFTL","DKI"
"294",0.125054673781196,0.00641107119997262,2.85086801283572e-84,4,"mk_SLFTL","DKI"
"295",-0.18496694962311,0.00642227160548864,3.22891482409017e-180,5,"mk_SLFTL","DKI"
"296",-0.801354169076667,0.00214494048382701,0,1,"mk_SLTFR","DKI"
"297",-0.0473868124844338,0.00634369348695623,8.21927968802302e-14,2,"mk_SLTFR","DKI"
"298",-0.55210978138178,0.00522209546570152,0,3,"mk_SLTFR","DKI"
"299",0.247215181791584,0.00643466634574,4.32146651387308e-316,4,"mk_SLTFR","DKI"
"300",-0.0409161750890199,0.00662522482144933,6.65738650337854e-10,5,"mk_SLTFR","DKI"
"301",-1.01895080959742,0.00301281835654485,0,1,"rd_ATRL","DTI"
"302",0.184064602866896,0.00884549622094041,1.44028958993624e-95,2,"rd_ATRL","DTI"
"303",0.0864610268887689,0.00997992827832834,4.77573356378183e-18,3,"rd_ATRL","DTI"
"304",0.190620941026876,0.00915811477097249,1.28392156151131e-95,4,"rd_ATRL","DTI"
"305",-0.293416209575968,0.00962414549009718,2.10575980428015e-201,5,"rd_ATRL","DTI"
"306",-0.988546487446756,0.00321156925611804,0,1,"rd_ATRR","DTI"
"307",0.171149465266975,0.0087883893812526,5.24523726852494e-84,2,"rd_ATRR","DTI"
"308",0.165434687918874,0.00987765306939912,1.04470588451549e-62,3,"rd_ATRR","DTI"
"309",0.163741320769506,0.00910650640427242,5.99708749525425e-72,4,"rd_ATRR","DTI"
"310",-0.404712177639155,0.00943096951992304,0,5,"rd_ATRR","DTI"
"311",-0.707048761985028,0.00255001895831345,0,1,"rd_CSTL","DTI"
"312",0.170521865340974,0.0064441689315523,9.88018220911955e-153,2,"rd_CSTL","DTI"
"313",0.184694066715181,0.0072375309175658,2.7483696792227e-142,3,"rd_CSTL","DTI"
"314",0.499125743945632,0.006167731245502,0,4,"rd_CSTL","DTI"
"315",-0.376882058489563,0.00683332398580361,0,5,"rd_CSTL","DTI"
"316",-0.711530586803478,0.00260458675478402,0,1,"rd_CSTR","DTI"
"317",0.177183140233287,0.00651090525692321,2.53055818470927e-161,2,"rd_CSTR","DTI"
"318",0.228537572198318,0.00728144037524296,3.70619870881981e-213,3,"rd_CSTR","DTI"
"319",0.527544676257908,0.00617857546235227,0,4,"rd_CSTR","DTI"
"320",-0.417113373440285,0.00684591299825202,0,5,"rd_CSTR","DTI"
"321",-0.630898295535187,0.00287245429834473,0,1,"rd_CGR","DTI"
"322",-0.0249305953620404,0.00631153489382236,7.83086249602302e-05,2,"rd_CGR","DTI"
